id_gasto_fijo,id_hotel,fecha,categoria,monto,es_gasto_gop
479,H02,2025-12-31,Mantenimiento,5297.749209594083,1
480,H02,2025-12-31,Suministros Energéticos,4590.837530634502,1
481,H03,2021-01-31,Marketing,1847.0957646957424,1
482,H03,2021-01-31,Admin,2005.745368791409,1
483,H03,2021-01-31,Mantenimiento,1951.624015644734,1
484,H03,2021-01-31,Suministros Energéticos,1894.6933697052202,1
485,H03,2021-02-28,Marketing,2132.691536823013,1
486,H03,2021-02-28,Admin,2060.205288636309,1
487,H03,2021-02-28,Mantenimiento,2169.2187633471494,1
488,H03,2021-02-28,Suministros Energéticos,1834.9334108171568,1
489,H03,2021-03-31,Marketing,1803.5578974339996,1
490,H03,2021-03-31,Admin,2199.285455970672,1
491,H03,2021-03-31,Mantenimiento,1904.102318110126,1
492,H03,2021-03-31,Suministros Energéticos,1978.1156853145683,1
493,H03,2021-04-30,Marketing,2016.1365659878575,1
494,H03,2021-04-30,Admin,2026.1771392556734,1
495,H03,2021-04-30,Mantenimiento,1877.248165039479,1
496,H03,2021-04-30,Suministros Energéticos,1881.5204599222059,1
497,H03,2021-05-31,Marketing,2115.7032273176637,1
498,H03,2021-05-31,Admin,2175.8449719219852,1
499,H03,2021-05-31,Mantenimiento,1836.7244710464208,1
500,H03,2021-05-31,Suministros Energéticos,2018.946368189078,1
501,H03,2021-06-30,Marketing,2178.9328360280106,1
502,H03,2021-06-30,Admin,1924.563648346472,1
503,H03,2021-06-30,Mantenimiento,2182.8129339718566,1
504,H03,2021-06-30,Suministros Energéticos,1830.8824302956082,1
505,H03,2021-07-31,Marketing,2087.9695048702533,1
506,H03,2021-07-31,Admin,2078.0267912330837,1
507,H03,2021-07-31,Mantenimiento,1885.026862000844,1
508,H03,2021-07-31,Suministros Energéticos,1811.8976190083335,1
509,H03,2021-08-31,Marketing,1858.7065555093877,1
510,H03,2021-08-31,Admin,2004.2424779645148,1
511,H03,2021-08-31,Mantenimiento,1941.4077897618772,1
512,H03,2021-08-31,Suministros Energéticos,2070.307989585818,1
513,H03,2021-09-30,Marketing,2072.6431836391494,1
514,H03,2021-09-30,Admin,2113.8502538289667,1
515,H03,2021-09-30,Mantenimiento,2099.083351194565,1
516,H03,2021-09-30,Suministros Energéticos,2172.997804790041,1
517,H03,2021-10-31,Marketing,2143.073686544133,1
518,H03,2021-10-31,Admin,1911.9437732760618,1
519,H03,2021-10-31,Mantenimiento,2065.7109093354215,1
520,H03,2021-10-31,Suministros Energéticos,2045.6371454864613,1
521,H03,2021-11-30,Marketing,1835.567390551071,1
522,H03,2021-11-30,Admin,2046.4471387135497,1
523,H03,2021-11-30,Mantenimiento,2107.5285872910918,1
524,H03,2021-11-30,Suministros Energéticos,2120.58050969453,1
525,H03,2021-12-31,Marketing,2116.5856723644115,1
526,H03,2021-12-31,Admin,2105.0860456460837,1
527,H03,2021-12-31,Mantenimiento,2108.082316613314,1
528,H03,2021-12-31,Suministros Energéticos,2160.351495012206,1
529,H03,2022-01-31,Marketing,1999.9770011502123,1
530,H03,2022-01-31,Admin,1856.3391024931643,1
531,H03,2022-01-31,Mantenimiento,1923.9725366524049,1
532,H03,2022-01-31,Suministros Energéticos,1866.3447435920775,1
533,H03,2022-02-28,Marketing,2176.5788661784513,1
534,H03,2022-02-28,Admin,1928.7814766446102,1
535,H03,2022-02-28,Mantenimiento,1979.6212215409266,1
536,H03,2022-02-28,Suministros Energéticos,2179.978316450109,1
537,H03,2022-03-31,Marketing,2074.2638422876576,1
538,H03,2022-03-31,Admin,1813.9510760932192,1
539,H03,2022-03-31,Mantenimiento,1881.1994203770064,1
540,H03,2022-03-31,Suministros Energéticos,1855.9728557351325,1
541,H03,2022-04-30,Marketing,1848.586597955927,1
542,H03,2022-04-30,Admin,2055.063771614517,1
543,H03,2022-04-30,Mantenimiento,2032.6338331272264,1
544,H03,2022-04-30,Suministros Energéticos,2025.5800451589253,1
545,H03,2022-05-31,Marketing,2173.9715881825364,1
546,H03,2022-05-31,Admin,2165.559969428785,1
547,H03,2022-05-31,Mantenimiento,2011.9449310606994,1
548,H03,2022-05-31,Suministros Energéticos,2000.5173659239226,1
549,H03,2022-06-30,Marketing,1872.241171687221,1
550,H03,2022-06-30,Admin,2019.8224004305216,1
551,H03,2022-06-30,Mantenimiento,2197.9485736241963,1
552,H03,2022-06-30,Suministros Energéticos,1865.274523422547,1
553,H03,2022-07-31,Marketing,2127.7385193912855,1
554,H03,2022-07-31,Admin,2188.7389008274754,1
555,H03,2022-07-31,Mantenimiento,1988.7419566061528,1
556,H03,2022-07-31,Suministros Energéticos,2032.9156851615328,1
557,H03,2022-08-31,Marketing,1941.996022605296,1
558,H03,2022-08-31,Admin,1968.0903604852188,1
559,H03,2022-08-31,Mantenimiento,2087.128241752764,1
560,H03,2022-08-31,Suministros Energéticos,2033.330128527231,1
561,H03,2022-09-30,Marketing,1830.4562323015684,1
562,H03,2022-09-30,Admin,2165.7984686843442,1
563,H03,2022-09-30,Mantenimiento,1802.221303807486,1
564,H03,2022-09-30,Suministros Energéticos,2001.756620994349,1
565,H03,2022-10-31,Marketing,2176.3747029242018,1
566,H03,2022-10-31,Admin,1852.7382527346235,1
567,H03,2022-10-31,Mantenimiento,1986.520819268577,1
568,H03,2022-10-31,Suministros Energéticos,2097.441404952077,1
569,H03,2022-11-30,Marketing,1884.4546691443813,1
570,H03,2022-11-30,Admin,1806.6004178828987,1
571,H03,2022-11-30,Mantenimiento,2147.874085345185,1
572,H03,2022-11-30,Suministros Energéticos,2074.9924188630152,1
573,H03,2022-12-31,Marketing,2008.8657084086162,1
574,H03,2022-12-31,Admin,1910.4238223340349,1
575,H03,2022-12-31,Mantenimiento,2192.459426559534,1
576,H03,2022-12-31,Suministros Energéticos,2015.688302874958,1
577,H03,2023-01-31,Marketing,2178.5076548329857,1
578,H03,2023-01-31,Admin,2087.1552585278832,1
579,H03,2023-01-31,Mantenimiento,2058.068308743828,1
580,H03,2023-01-31,Suministros Energéticos,1931.8428732025734,1
581,H03,2023-02-28,Marketing,2068.6330069757664,1
582,H03,2023-02-28,Admin,2108.471899359922,1
583,H03,2023-02-28,Mantenimiento,2138.413582525217,1
584,H03,2023-02-28,Suministros Energéticos,2095.718775967273,1
585,H03,2023-03-31,Marketing,2080.3897369018164,1
586,H03,2023-03-31,Admin,1830.2165274486244,1
587,H03,2023-03-31,Mantenimiento,2123.8888211066815,1
588,H03,2023-03-31,Suministros Energéticos,1882.5275903394104,1
589,H03,2023-04-30,Marketing,1840.2697408717333,1
590,H03,2023-04-30,Admin,1836.9195042863216,1
591,H03,2023-04-30,Mantenimiento,1942.7568936367256,1
592,H03,2023-04-30,Suministros Energéticos,1980.6537274337932,1
593,H03,2023-05-31,Marketing,1801.7822744213238,1
594,H03,2023-05-31,Admin,2184.9133406616525,1
595,H03,2023-05-31,Mantenimiento,2042.15842039744,1
596,H03,2023-05-31,Suministros Energéticos,2170.960574655322,1
597,H03,2023-06-30,Marketing,2057.237244749433,1
598,H03,2023-06-30,Admin,2172.9539565128,1
599,H03,2023-06-30,Mantenimiento,2097.0300750490314,1
600,H03,2023-06-30,Suministros Energéticos,2132.0399500129556,1
601,H03,2023-07-31,Marketing,1930.3778301046975,1
602,H03,2023-07-31,Admin,2163.428741719387,1
603,H03,2023-07-31,Mantenimiento,2058.7715350201006,1
604,H03,2023-07-31,Suministros Energéticos,1976.974519628433,1
605,H03,2023-08-31,Marketing,1888.5804363187472,1
606,H03,2023-08-31,Admin,2126.522789764455,1
607,H03,2023-08-31,Mantenimiento,1850.1009516046795,1
608,H03,2023-08-31,Suministros Energéticos,1879.2398768333737,1
609,H03,2023-09-30,Marketing,2086.7840881469733,1
610,H03,2023-09-30,Admin,1997.1226714533634,1
611,H03,2023-09-30,Mantenimiento,1971.9141051624429,1
612,H03,2023-09-30,Suministros Energéticos,2049.6468944894837,1
613,H03,2023-10-31,Marketing,2037.4721405608382,1
614,H03,2023-10-31,Admin,2026.3378673755926,1
615,H03,2023-10-31,Mantenimiento,2115.461417529593,1
616,H03,2023-10-31,Suministros Energéticos,2077.361320957193,1
617,H03,2023-11-30,Marketing,1833.8501429853761,1
618,H03,2023-11-30,Admin,2198.296642110461,1
619,H03,2023-11-30,Mantenimiento,2024.5127095785617,1
620,H03,2023-11-30,Suministros Energéticos,1928.7838325367086,1
621,H03,2023-12-31,Marketing,2006.1661122929575,1
622,H03,2023-12-31,Admin,2067.997843594552,1
623,H03,2023-12-31,Mantenimiento,1895.7051769931159,1
624,H03,2023-12-31,Suministros Energéticos,1992.9568456123595,1
625,H03,2024-01-31,Marketing,1826.0515714304543,1
626,H03,2024-01-31,Admin,1973.4461342787338,1
627,H03,2024-01-31,Mantenimiento,2155.150078825837,1
628,H03,2024-01-31,Suministros Energéticos,2040.2325988311732,1
629,H03,2024-02-29,Marketing,2105.463290848289,1
630,H03,2024-02-29,Admin,1871.1239576430016,1
631,H03,2024-02-29,Mantenimiento,2170.368383401352,1
632,H03,2024-02-29,Suministros Energéticos,2175.0277481724465,1
633,H03,2024-03-31,Marketing,1805.9735268890627,1
634,H03,2024-03-31,Admin,2115.3696038096896,1
635,H03,2024-03-31,Mantenimiento,2093.924814952746,1
636,H03,2024-03-31,Suministros Energéticos,1839.0163972724906,1
637,H03,2024-04-30,Marketing,2035.1573284714002,1
638,H03,2024-04-30,Admin,1870.4305238074758,1
639,H03,2024-04-30,Mantenimiento,1981.2290269241535,1
640,H03,2024-04-30,Suministros Energéticos,1962.1412088283644,1
641,H03,2024-05-31,Marketing,1942.76915718382,1
642,H03,2024-05-31,Admin,2062.1252655013022,1
643,H03,2024-05-31,Mantenimiento,2153.7496815806444,1
644,H03,2024-05-31,Suministros Energéticos,2180.0315581729515,1
645,H03,2024-06-30,Marketing,1854.2663373569944,1
646,H03,2024-06-30,Admin,2076.1045671783204,1
647,H03,2024-06-30,Mantenimiento,1976.0623444532866,1
648,H03,2024-06-30,Suministros Energéticos,1953.8385574811452,1
649,H03,2024-07-31,Marketing,1897.9825237364048,1
650,H03,2024-07-31,Admin,1981.466665992004,1
651,H03,2024-07-31,Mantenimiento,1858.233955066621,1
652,H03,2024-07-31,Suministros Energéticos,1852.3861964489572,1
653,H03,2024-08-31,Marketing,1994.4850641179983,1
654,H03,2024-08-31,Admin,1925.7472290991918,1
655,H03,2024-08-31,Mantenimiento,2188.491480455762,1
656,H03,2024-08-31,Suministros Energéticos,2184.5079858808976,1
657,H03,2024-09-30,Marketing,2180.614281328368,1
658,H03,2024-09-30,Admin,1881.9648627091776,1
659,H03,2024-09-30,Mantenimiento,1853.7612029053278,1
660,H03,2024-09-30,Suministros Energéticos,1973.4758978690202,1
661,H03,2024-10-31,Marketing,2181.5610181825846,1
662,H03,2024-10-31,Admin,1832.2846451728644,1
663,H03,2024-10-31,Mantenimiento,1887.1703230321443,1
664,H03,2024-10-31,Suministros Energéticos,2169.4825841414504,1
665,H03,2024-11-30,Marketing,2041.4258308305052,1
666,H03,2024-11-30,Admin,2006.1478953462076,1
667,H03,2024-11-30,Mantenimiento,2052.140281809587,1
668,H03,2024-11-30,Suministros Energéticos,1960.6081721182984,1
669,H03,2024-12-31,Marketing,2112.200006797099,1
670,H03,2024-12-31,Admin,1940.020339172906,1
671,H03,2024-12-31,Mantenimiento,1814.682381013886,1
672,H03,2024-12-31,Suministros Energéticos,2129.4982671092976,1
673,H03,2025-01-31,Marketing,1808.5708947629423,1
674,H03,2025-01-31,Admin,2116.1638495661373,1
675,H03,2025-01-31,Mantenimiento,2129.7253271792515,1
676,H03,2025-01-31,Suministros Energéticos,1863.4161810235503,1
677,H03,2025-02-28,Marketing,1976.6367026390653,1
678,H03,2025-02-28,Admin,1807.7223039643557,1
679,H03,2025-02-28,Mantenimiento,2037.9935419786368,1
680,H03,2025-02-28,Suministros Energéticos,2038.49511280219,1
681,H03,2025-03-31,Marketing,1917.4926797454307,1
682,H03,2025-03-31,Admin,2074.035004890207,1
683,H03,2025-03-31,Mantenimiento,1820.460879101401,1
684,H03,2025-03-31,Suministros Energéticos,1873.710664957385,1
685,H03,2025-04-30,Marketing,1931.7414116416355,1
686,H03,2025-04-30,Admin,1951.5588655913284,1
687,H03,2025-04-30,Mantenimiento,2174.2150055987972,1
688,H03,2025-04-30,Suministros Energéticos,1860.3449406643542,1
689,H03,2025-05-31,Marketing,2196.8063058014527,1
690,H03,2025-05-31,Admin,1982.4168754866585,1
691,H03,2025-05-31,Mantenimiento,1840.2428242839335,1
692,H03,2025-05-31,Suministros Energéticos,1986.1655714311576,1
693,H03,2025-06-30,Marketing,1846.3796951418012,1
694,H03,2025-06-30,Admin,2087.3082979370934,1
695,H03,2025-06-30,Mantenimiento,1963.1717492710366,1
696,H03,2025-06-30,Suministros Energéticos,1877.4961704292557,1
697,H03,2025-07-31,Marketing,2198.9286389987055,1
698,H03,2025-07-31,Admin,1814.2279910426184,1
699,H03,2025-07-31,Mantenimiento,2138.785923728773,1
700,H03,2025-07-31,Suministros Energéticos,2191.6127044675454,1
701,H03,2025-08-31,Marketing,2087.5732945806462,1
702,H03,2025-08-31,Admin,1954.028703493143,1
703,H03,2025-08-31,Mantenimiento,2051.208382423337,1
704,H03,2025-08-31,Suministros Energéticos,2186.0902043721576,1
705,H03,2025-09-30,Marketing,2175.5907615594015,1
706,H03,2025-09-30,Admin,2172.1731076576643,1
707,H03,2025-09-30,Mantenimiento,2107.931471750107,1
708,H03,2025-09-30,Suministros Energéticos,1946.889984111488,1
709,H03,2025-10-31,Marketing,2109.7617414048173,1
710,H03,2025-10-31,Admin,1800.5936334140542,1
711,H03,2025-10-31,Mantenimiento,2134.890386480226,1
712,H03,2025-10-31,Suministros Energéticos,1982.0986399589174,1
713,H03,2025-11-30,Marketing,1897.1979286538217,1
714,H03,2025-11-30,Admin,2114.590176353408,1
715,H03,2025-11-30,Mantenimiento,1952.9974437949725,1
716,H03,2025-11-30,Suministros Energéticos,2110.2697432820655,1
717,H03,2025-12-31,Marketing,2020.2201282176188,1
718,H03,2025-12-31,Admin,2013.7074753890126,1
719,H03,2025-12-31,Mantenimiento,1984.950889333394,1
720,H03,2025-12-31,Suministros Energéticos,2006.3056066892418,1
