id_reserva,id_hotel,id_canal,id_tipo_hab,fecha_checkin,pax_adultos,pax_ninos,pax_total,ingreso_alojamiento_neto,noches,estado_reserva
120871,H02,3,1,2021-06-06,2,1,3,203.42256077649043,2,Confirmada
120872,H02,4,1,2021-06-06,1,0,1,187.30634428741305,2,Confirmada
120873,H02,2,3,2021-06-06,1,0,1,368.3084179193858,1,Confirmada
120874,H02,1,3,2021-06-06,2,0,2,691.4269369038705,2,Confirmada
120875,H02,2,1,2021-06-06,1,1,2,363.6355252444912,4,Confirmada
120876,H02,3,2,2021-06-06,1,1,2,386.86195056168333,2,Confirmada
120877,H02,1,1,2021-06-06,2,1,3,104.93399241248609,1,Confirmada
120878,H02,4,2,2021-06-06,1,0,1,380.3880649242301,2,Confirmada
120879,H02,1,2,2021-06-06,1,1,2,342.08854729023375,2,Confirmada
120880,H02,4,2,2021-06-06,2,0,2,581.0575025489022,3,Confirmada
120881,H02,3,2,2021-06-06,2,0,2,545.2920126480267,3,Confirmada
120882,H02,1,2,2021-06-06,2,0,2,578.4328885242489,3,Confirmada
120883,H02,4,1,2021-06-07,1,1,2,371.4293443722803,4,Confirmada
120884,H02,3,3,2021-06-07,2,1,3,1857.5857883023696,5,Confirmada
120885,H02,2,1,2021-06-07,1,0,1,190.5339195793826,2,Confirmada
120886,H02,2,1,2021-06-07,2,1,3,405.43915672448804,4,Confirmada
120887,H02,2,3,2021-06-07,1,1,2,1047.9848649224048,3,Confirmada
120888,H02,4,2,2021-06-07,2,0,2,868.5436982827421,5,Confirmada
120889,H02,3,2,2021-06-07,1,0,1,353.27742200715755,2,Confirmada
120890,H02,4,3,2021-06-07,2,0,2,1138.43432478261,3,Confirmada
120891,H02,1,3,2021-06-07,1,0,1,1017.2779573190066,3,Confirmada
120892,H02,4,2,2021-06-07,1,1,2,844.8156520992858,5,Confirmada
120893,H02,2,2,2021-06-07,1,1,2,904.6419304618998,5,Confirmada
120894,H02,1,3,2021-06-07,1,0,1,1386.8644324674017,4,Confirmada
120895,H02,3,3,2021-06-07,1,1,2,1486.6828370083504,4,Confirmada
120896,H02,3,3,2021-06-07,1,0,1,1676.7506259996437,5,Confirmada
120897,H02,3,3,2021-06-07,1,0,1,1411.5865099258356,4,Confirmada
120898,H02,2,1,2021-06-07,2,0,2,108.69399996447571,1,Confirmada
120899,H02,4,3,2021-06-07,2,0,2,701.6460383285906,2,Confirmada
120900,H02,4,1,2021-06-07,1,0,1,531.2290229009253,5,Confirmada
120901,H02,1,1,2021-06-07,1,0,1,439.3429191298471,4,Confirmada
120902,H02,2,2,2021-06-07,1,0,1,390.7733276649339,2,Confirmada
120903,H02,3,3,2021-06-08,2,0,2,1764.1094206238286,5,Confirmada
120904,H02,3,3,2021-06-08,2,1,3,362.09031548978896,1,Confirmada
120905,H02,4,3,2021-06-08,2,1,3,378.5188966789301,1,Confirmada
120906,H02,2,3,2021-06-08,1,0,1,1487.977467024907,4,Confirmada
120907,H02,4,2,2021-06-08,1,1,2,662.1361064189024,4,Confirmada
120908,H02,1,1,2021-06-08,1,0,1,367.306482086846,4,Confirmada
120909,H02,2,2,2021-06-08,2,0,2,959.3066740143621,5,Confirmada
120910,H02,1,3,2021-06-08,2,1,3,1828.5134311219726,5,Confirmada
120911,H02,3,2,2021-06-08,2,0,2,898.2296835983889,5,Confirmada
120912,H02,3,1,2021-06-08,1,0,1,184.38330933975914,2,Confirmada
120913,H02,3,3,2021-06-08,1,1,2,1874.2935261429795,5,Confirmada
120914,H02,2,2,2021-06-08,2,0,2,197.6040709606447,1,Confirmada
120915,H02,3,1,2021-06-08,2,0,2,497.45424860610046,5,Confirmada
120916,H02,1,2,2021-06-08,2,1,3,761.6339081915836,4,Confirmada
120917,H02,2,2,2021-06-08,1,0,1,192.18570980302871,1,Confirmada
120918,H02,1,1,2021-06-08,2,1,3,451.04113494002024,5,Confirmada
120919,H02,3,2,2021-06-08,1,0,1,175.99391722681364,1,Confirmada
120920,H02,4,1,2021-06-08,1,0,1,189.09435610848644,2,Confirmada
120921,H02,1,1,2021-06-08,2,0,2,100.9169061981482,1,Confirmada
120922,H02,4,2,2021-06-09,2,0,2,893.2920047463829,5,Confirmada
120923,H02,1,1,2021-06-09,1,1,2,407.1464211327601,4,Confirmada
120924,H02,2,2,2021-06-09,1,0,1,761.7307654316395,4,Confirmada
120925,H02,4,1,2021-06-09,2,1,3,326.15634320782783,3,Confirmada
120926,H02,3,3,2021-06-09,1,1,2,1368.2876990565633,4,Confirmada
120927,H02,2,2,2021-06-09,2,1,3,700.9529931679843,4,Confirmada
120928,H02,4,1,2021-06-09,2,1,3,196.10712486980975,2,Confirmada
120929,H02,1,3,2021-06-09,2,0,2,1351.631154825735,4,Confirmada
120930,H02,4,1,2021-06-09,1,1,2,203.33914851498122,2,Confirmada
120931,H02,1,2,2021-06-09,2,1,3,171.8214781140385,1,Confirmada
120932,H02,2,1,2021-06-09,2,1,3,100.20693144451678,1,Confirmada
120933,H02,3,2,2021-06-09,1,1,2,953.7928341824979,5,Confirmada
120934,H02,4,2,2021-06-09,1,0,1,893.4715668860176,5,Confirmada
120935,H02,4,3,2021-06-09,1,1,2,718.1040235815683,2,Confirmada
120936,H02,4,2,2021-06-09,2,0,2,875.7114209376128,5,Confirmada
120937,H02,4,2,2021-06-09,2,0,2,196.18783174708062,1,Confirmada
120938,H02,3,1,2021-06-09,1,1,2,276.2015494045354,3,Confirmada
120939,H02,4,2,2021-06-09,2,0,2,841.9441055101718,5,Confirmada
120940,H02,1,3,2021-06-10,1,0,1,1767.6950933501416,5,Confirmada
120941,H02,1,2,2021-06-10,1,0,1,498.18545176249734,3,Confirmada
120942,H02,4,1,2021-06-10,2,1,3,186.02892677711878,2,Confirmada
120943,H02,3,3,2021-06-10,1,1,2,677.9968182001681,2,Confirmada
120944,H02,1,2,2021-06-10,2,1,3,390.10240239706934,2,Confirmada
120945,H02,1,1,2021-06-10,2,1,3,439.00522315135584,4,Confirmada
120946,H02,2,2,2021-06-10,1,1,2,946.6159413629107,5,Confirmada
120947,H02,1,1,2021-06-10,1,0,1,391.4407463103291,4,Confirmada
120948,H02,4,2,2021-06-10,1,0,1,691.3872380357822,4,Confirmada
120949,H02,2,2,2021-06-10,1,1,2,766.1246467324212,4,Confirmada
120950,H02,4,1,2021-06-10,2,1,3,185.45334582956693,2,Confirmada
120951,H02,3,2,2021-06-10,1,1,2,749.9454399899162,4,Confirmada
120952,H02,4,2,2021-06-10,2,1,3,544.4453776855194,3,Confirmada
120953,H02,1,2,2021-06-10,2,0,2,178.1092747032944,1,Confirmada
120954,H02,1,1,2021-06-10,1,1,2,368.7184119007732,4,Confirmada
120955,H02,1,2,2021-06-10,1,1,2,169.10730798815467,1,Confirmada
120956,H02,4,1,2021-06-10,1,1,2,92.26607018305187,1,Confirmada
120957,H02,2,2,2021-06-10,2,1,3,652.0535282229189,4,Confirmada
120958,H02,4,1,2021-06-10,2,1,3,101.54289675072161,1,Confirmada
120959,H02,2,1,2021-06-11,1,0,1,93.96115341332519,1,Confirmada
120960,H02,4,2,2021-06-11,2,1,3,168.92264589738625,1,Confirmada
120961,H02,2,3,2021-06-11,1,1,2,362.9721732941268,1,Confirmada
120962,H02,1,2,2021-06-11,2,0,2,576.4867799968093,3,Confirmada
120963,H02,3,2,2021-06-11,2,0,2,365.48835277375593,2,Confirmada
120964,H02,2,1,2021-06-11,1,0,1,326.80889573808594,3,Confirmada
120965,H02,1,3,2021-06-11,1,1,2,765.7479680675649,2,Confirmada
120966,H02,3,3,2021-06-11,1,0,1,1594.95528641874,5,Confirmada
120967,H02,4,2,2021-06-11,2,0,2,763.3407702354635,4,Confirmada
120968,H02,1,3,2021-06-11,1,0,1,353.8949465235498,1,Confirmada
120969,H02,2,1,2021-06-11,2,1,3,196.659248487627,2,Confirmada
120970,H02,4,2,2021-06-11,1,0,1,176.60045624306488,1,Confirmada
120971,H02,4,1,2021-06-11,1,1,2,519.5324220896871,5,Confirmada
120972,H02,2,3,2021-06-11,1,0,1,678.3455251605412,2,Confirmada
120973,H02,1,3,2021-06-11,1,1,2,356.9975820239485,1,Confirmada
120974,H02,4,3,2021-06-11,1,0,1,994.6149821236575,3,Confirmada
120975,H02,1,1,2021-06-12,1,0,1,519.600950913749,5,Confirmada
120976,H02,1,3,2021-06-12,1,1,2,733.87515283457,2,Confirmada
120977,H02,4,1,2021-06-12,1,1,2,498.8341232748107,5,Confirmada
120978,H02,3,2,2021-06-12,2,0,2,766.2257770693045,4,Confirmada
120979,H02,3,2,2021-06-12,2,0,2,357.7440246611169,2,Confirmada
120980,H02,3,2,2021-06-12,1,1,2,832.8920235074638,5,Confirmada
120981,H02,2,2,2021-06-12,2,0,2,360.60350802598737,2,Confirmada
120982,H02,1,2,2021-06-12,1,0,1,972.6173944939114,5,Confirmada
120983,H02,4,3,2021-06-12,2,0,2,1066.256329096192,3,Confirmada
120984,H02,4,1,2021-06-12,2,1,3,106.73808295741196,1,Confirmada
120985,H02,1,2,2021-06-12,2,0,2,518.5915907030019,3,Confirmada
120986,H02,3,2,2021-06-12,1,1,2,760.5143645621531,4,Confirmada
120987,H02,4,2,2021-06-12,2,0,2,832.946566952129,5,Confirmada
120988,H02,4,2,2021-06-12,2,1,3,578.2320008071938,3,Confirmada
120989,H02,1,3,2021-06-12,1,0,1,683.7077110546815,2,Confirmada
120990,H02,3,2,2021-06-12,1,0,1,950.4429591237765,5,Confirmada
120991,H02,1,2,2021-06-12,1,0,1,189.0537687893146,1,Confirmada
120992,H02,1,2,2021-06-12,1,0,1,545.4718208931929,3,Confirmada
120993,H02,4,1,2021-06-13,2,0,2,204.58364939858188,2,Confirmada
120994,H02,3,3,2021-06-13,1,1,2,1122.5330456071756,3,Confirmada
120995,H02,1,3,2021-06-13,2,0,2,1024.2340535664985,3,Confirmada
120996,H02,1,3,2021-06-13,2,0,2,727.4751113141718,2,Confirmada
120997,H02,4,3,2021-06-13,1,1,2,1851.5378564145753,5,Confirmada
120998,H02,3,1,2021-06-13,1,1,2,437.01869457607324,4,Confirmada
120999,H02,4,1,2021-06-13,2,0,2,105.2801293780548,1,Confirmada
121000,H02,1,2,2021-06-13,2,0,2,344.6175872887322,2,Confirmada
121001,H02,3,2,2021-06-13,1,0,1,578.304334944504,3,Confirmada
121002,H02,3,1,2021-06-13,2,1,3,284.5146587738981,3,Confirmada
121003,H02,3,3,2021-06-13,1,0,1,1111.0126189430825,3,Confirmada
121004,H02,2,2,2021-06-13,1,1,2,359.5360231949863,2,Confirmada
121005,H02,1,2,2021-06-13,1,0,1,183.40896439854518,1,Confirmada
121006,H02,1,2,2021-06-13,2,0,2,194.88420315764154,1,Confirmada
121007,H02,1,2,2021-06-14,2,1,3,831.7108297259632,5,Confirmada
121008,H02,3,1,2021-06-14,2,0,2,101.57042514759725,1,Confirmada
121009,H02,2,3,2021-06-14,2,1,3,322.6038096481411,1,Confirmada
121010,H02,2,1,2021-06-14,2,1,3,276.83061517219346,3,Confirmada
121011,H02,4,1,2021-06-14,1,1,2,191.73241987831656,2,Confirmada
121012,H02,3,1,2021-06-14,2,0,2,305.3684848585424,3,Confirmada
121013,H02,1,1,2021-06-14,1,1,2,311.30145829204184,3,Confirmada
121014,H02,3,3,2021-06-14,2,0,2,1088.2569225841344,3,Confirmada
121015,H02,3,1,2021-06-14,2,1,3,531.2300118774591,5,Confirmada
121016,H02,2,2,2021-06-14,2,1,3,168.44524488474707,1,Confirmada
121017,H02,2,1,2021-06-14,1,0,1,95.78323686699413,1,Confirmada
121018,H02,3,3,2021-06-14,1,1,2,1091.8599017529275,3,Confirmada
121019,H02,1,3,2021-06-14,2,1,3,337.8760218312097,1,Confirmada
121020,H02,2,3,2021-06-14,1,1,2,1062.1827942133814,3,Confirmada
121021,H02,3,3,2021-06-14,2,1,3,1786.922247120312,5,Confirmada
121022,H02,4,3,2021-06-14,2,1,3,1029.7799023804107,3,Confirmada
121023,H02,2,1,2021-06-14,1,0,1,290.7615895194205,3,Confirmada
121024,H02,2,1,2021-06-14,2,0,2,327.2836217545346,3,Confirmada
121025,H02,2,1,2021-06-14,1,0,1,326.83777123977325,3,Confirmada
121026,H02,4,3,2021-06-15,2,0,2,720.4754963506967,2,Confirmada
121027,H02,2,1,2021-06-15,1,0,1,426.14290064905083,4,Confirmada
121028,H02,3,3,2021-06-15,1,0,1,1326.8861782214597,4,Confirmada
121029,H02,4,2,2021-06-15,2,1,3,512.0628409458793,3,Confirmada
121030,H02,3,3,2021-06-15,2,1,3,1054.1237514496536,3,Confirmada
121031,H02,3,2,2021-06-15,1,1,2,182.4346960578878,1,Confirmada
121032,H02,1,2,2021-06-15,1,0,1,560.7281455496268,3,Confirmada
121033,H02,2,2,2021-06-15,2,1,3,514.901019985004,3,Confirmada
121034,H02,3,1,2021-06-15,1,1,2,211.56391326285484,2,Confirmada
121035,H02,3,1,2021-06-15,1,1,2,322.5193464028282,3,Confirmada
121036,H02,4,2,2021-06-15,2,1,3,186.1453047041872,1,Confirmada
121037,H02,3,1,2021-06-15,1,1,2,420.2409811301302,4,Confirmada
121038,H02,4,3,2021-06-15,1,0,1,643.1210643887514,2,Confirmada
121039,H02,1,3,2021-06-15,1,0,1,1583.1560272689567,5,Confirmada
121040,H02,4,3,2021-06-15,1,0,1,713.4165562247036,2,Confirmada
121041,H02,2,3,2021-06-15,2,0,2,1142.3564636711892,3,Confirmada
121042,H02,3,2,2021-06-15,1,1,2,569.2200621137592,3,Confirmada
121043,H02,2,3,2021-06-15,1,1,2,1016.6233515611763,3,Confirmada
121044,H02,2,3,2021-06-15,2,1,3,1064.1993504192708,3,Confirmada
121045,H02,2,1,2021-06-15,1,0,1,194.6396452103403,2,Confirmada
121046,H02,4,3,2021-06-15,2,0,2,988.7229718112196,3,Confirmada
121047,H02,1,1,2021-06-16,1,0,1,371.5480225637943,4,Confirmada
121048,H02,1,1,2021-06-16,1,1,2,367.1912802571122,4,Confirmada
121049,H02,2,3,2021-06-16,2,0,2,769.1847718969157,2,Confirmada
121050,H02,3,1,2021-06-16,2,0,2,293.275656460526,3,Confirmada
121051,H02,1,3,2021-06-16,1,1,2,1395.9593872694975,4,Confirmada
121052,H02,4,1,2021-06-16,1,0,1,528.0034504439935,5,Confirmada
121053,H02,4,2,2021-06-16,1,1,2,504.5629161528352,3,Confirmada
121054,H02,2,2,2021-06-16,1,1,2,185.137163161279,1,Confirmada
121055,H02,3,3,2021-06-16,2,1,3,1083.5843209024192,3,Confirmada
121056,H02,3,3,2021-06-16,1,0,1,1511.0011787469125,4,Confirmada
121057,H02,1,3,2021-06-16,2,0,2,1431.4801336045878,4,Confirmada
121058,H02,2,1,2021-06-16,1,1,2,373.4810293490019,4,Confirmada
121059,H02,3,3,2021-06-16,1,1,2,1575.7424703970728,5,Confirmada
121060,H02,2,2,2021-06-16,2,0,2,523.0985866063218,3,Confirmada
121061,H02,2,2,2021-06-16,2,1,3,371.41852707886534,2,Confirmada
121062,H02,4,1,2021-06-16,2,0,2,273.8648079551575,3,Confirmada
121063,H02,3,2,2021-06-16,2,1,3,189.58340709096464,1,Confirmada
121064,H02,3,1,2021-06-16,1,0,1,198.99287819315074,2,Confirmada
121065,H02,2,3,2021-06-16,1,1,2,946.992975226847,3,Confirmada
121066,H02,4,1,2021-06-17,1,1,2,90.44825491637438,1,Confirmada
121067,H02,3,1,2021-06-17,2,1,3,185.74536394449345,2,Confirmada
121068,H02,4,3,2021-06-17,1,1,2,1474.6407197128071,4,Confirmada
121069,H02,3,3,2021-06-17,1,1,2,756.9554826192547,2,Confirmada
121070,H02,1,3,2021-06-17,2,1,3,989.131998399853,3,Confirmada
121071,H02,4,3,2021-06-17,2,1,3,747.3092767052424,2,Confirmada
121072,H02,3,2,2021-06-17,1,1,2,184.6492575954735,1,Confirmada
121073,H02,4,3,2021-06-17,1,1,2,706.1081448989607,2,Confirmada
121074,H02,3,3,2021-06-17,2,0,2,735.6129395050573,2,Confirmada
121075,H02,1,2,2021-06-17,1,0,1,530.2084992327079,3,Confirmada
121076,H02,1,2,2021-06-17,2,1,3,488.9864144997848,3,Confirmada
121077,H02,3,2,2021-06-17,2,0,2,908.3383483983225,5,Confirmada
121078,H02,2,2,2021-06-17,2,0,2,674.740909324309,4,Confirmada
121079,H02,3,2,2021-06-17,1,1,2,684.9691784948037,4,Confirmada
121080,H02,1,2,2021-06-17,2,1,3,371.428275674151,2,Confirmada
121081,H02,4,3,2021-06-17,1,0,1,727.0614951396307,2,Confirmada
121082,H02,1,3,2021-06-17,1,0,1,1921.572209636959,5,Confirmada
121083,H02,4,1,2021-06-17,2,1,3,308.6831917129513,3,Confirmada
121084,H02,1,2,2021-06-17,2,1,3,177.22092093709972,1,Confirmada
121085,H02,4,3,2021-06-17,1,0,1,1805.7996001828687,5,Confirmada
121086,H02,4,3,2021-06-18,2,0,2,1309.730761479773,4,Confirmada
121087,H02,3,3,2021-06-18,2,1,3,1494.9437160121895,4,Confirmada
121088,H02,3,1,2021-06-18,1,1,2,480.1789444199695,5,Confirmada
121089,H02,1,2,2021-06-18,2,0,2,745.5918679804837,4,Confirmada
121090,H02,4,3,2021-06-18,2,0,2,1090.8211186983392,3,Confirmada
121091,H02,3,1,2021-06-18,2,0,2,180.35964344394105,2,Confirmada
121092,H02,1,3,2021-06-18,2,1,3,731.032880084726,2,Confirmada
121093,H02,4,1,2021-06-18,2,0,2,97.90578018841718,1,Confirmada
121094,H02,2,1,2021-06-18,2,1,3,204.5300737559244,2,Confirmada
121095,H02,1,1,2021-06-18,2,0,2,457.8747180326056,5,Confirmada
121096,H02,3,2,2021-06-18,1,1,2,378.1642837592693,2,Confirmada
121097,H02,1,3,2021-06-18,1,0,1,1291.3520843846363,4,Confirmada
121098,H02,1,1,2021-06-18,2,1,3,518.6379354764211,5,Confirmada
121099,H02,4,1,2021-06-18,1,0,1,372.435801442118,4,Confirmada
121100,H02,3,2,2021-06-18,2,1,3,662.5930974379811,4,Confirmada
121101,H02,4,2,2021-06-18,1,0,1,373.08751201210794,2,Confirmada
121102,H02,1,2,2021-06-18,1,1,2,190.54695111057,1,Confirmada
121103,H02,3,1,2021-06-18,1,0,1,184.55374430847428,2,Confirmada
121104,H02,3,2,2021-06-19,1,0,1,698.0977380594128,4,Confirmada
121105,H02,1,2,2021-06-19,1,1,2,562.1979871463813,3,Confirmada
121106,H02,1,3,2021-06-19,1,1,2,1077.08229975762,3,Confirmada
121107,H02,1,3,2021-06-19,2,0,2,355.7172193973076,1,Confirmada
121108,H02,4,3,2021-06-19,1,0,1,746.2460789578162,2,Confirmada
121109,H02,1,1,2021-06-19,1,0,1,365.37435622999965,4,Confirmada
121110,H02,2,3,2021-06-19,2,0,2,1400.3141918686397,4,Confirmada
121111,H02,4,2,2021-06-19,1,0,1,569.169574871042,3,Confirmada
121112,H02,4,1,2021-06-19,1,1,2,303.97694496083204,3,Confirmada
121113,H02,4,3,2021-06-19,1,0,1,962.5147566248955,3,Confirmada
121114,H02,4,1,2021-06-19,2,0,2,403.5278828015815,4,Confirmada
121115,H02,3,3,2021-06-19,1,0,1,1452.523433101213,4,Confirmada
121116,H02,3,2,2021-06-19,2,0,2,508.38834002808534,3,Confirmada
121117,H02,2,2,2021-06-19,1,0,1,715.1367713022571,4,Confirmada
121118,H02,1,3,2021-06-19,1,1,2,372.80776004089034,1,Confirmada
121119,H02,3,1,2021-06-19,2,1,3,543.8245525644375,5,Confirmada
121120,H02,4,1,2021-06-19,2,0,2,399.66223414289215,4,Confirmada
121121,H02,4,3,2021-06-19,2,0,2,1474.0094046082265,4,Confirmada
121122,H02,2,2,2021-06-19,2,1,3,340.34967519181504,2,Confirmada
121123,H02,2,3,2021-06-19,2,1,3,1422.767630772815,4,Confirmada
121124,H02,2,1,2021-06-19,2,0,2,106.31976827235954,1,Confirmada
121125,H02,2,1,2021-06-20,1,0,1,329.71377298015744,3,Confirmada
121126,H02,4,3,2021-06-20,1,0,1,713.7420423525016,2,Confirmada
121127,H02,2,3,2021-06-20,1,0,1,672.9878684176589,2,Confirmada
121128,H02,1,3,2021-06-20,1,0,1,1909.868087706633,5,Confirmada
121129,H02,2,2,2021-06-20,2,1,3,345.1778562932269,2,Confirmada
121130,H02,3,3,2021-06-20,2,0,2,1636.7756840402606,5,Confirmada
121131,H02,2,1,2021-06-20,2,0,2,276.0468096239003,3,Confirmada
121132,H02,4,1,2021-06-20,2,1,3,188.41778535768626,2,Confirmada
121133,H02,2,2,2021-06-20,2,1,3,171.35403659930913,1,Confirmada
121134,H02,1,1,2021-06-20,1,1,2,328.64744098876304,3,Confirmada
121135,H02,3,2,2021-06-20,1,1,2,494.3256774479654,3,Confirmada
121136,H02,3,1,2021-06-20,1,0,1,403.0157959300174,4,Confirmada
121137,H02,3,2,2021-06-20,2,1,3,165.37163426937542,1,Confirmada
121138,H02,4,2,2021-06-20,1,1,2,175.19438533962764,1,Confirmada
121139,H02,4,1,2021-06-20,2,1,3,104.31553038557236,1,Confirmada
121140,H02,1,3,2021-06-20,2,1,3,1315.1816389310122,4,Confirmada
121141,H02,1,2,2021-06-20,1,1,2,184.0248311035147,1,Confirmada
121142,H02,3,1,2021-06-20,1,0,1,95.8925361406798,1,Confirmada
121143,H02,4,1,2021-06-21,2,0,2,492.88626368846457,5,Confirmada
121144,H02,2,2,2021-06-21,1,1,2,166.27745080597333,1,Confirmada
121145,H02,2,3,2021-06-21,1,1,2,762.0245499268871,2,Confirmada
121146,H02,3,1,2021-06-21,1,1,2,313.2573031004222,3,Confirmada
121147,H02,2,2,2021-06-21,2,0,2,491.34707230813603,3,Confirmada
121148,H02,3,2,2021-06-21,2,1,3,560.4129208753789,3,Confirmada
121149,H02,4,3,2021-06-21,1,0,1,1809.6524803266445,5,Confirmada
121150,H02,4,1,2021-06-21,1,1,2,100.5336449727185,1,Confirmada
121151,H02,2,2,2021-06-21,2,1,3,174.64392372748932,1,Confirmada
121152,H02,4,3,2021-06-21,2,1,3,1349.3829549093289,4,Confirmada
121153,H02,2,3,2021-06-21,2,1,3,331.56422624642306,1,Confirmada
121154,H02,3,1,2021-06-21,1,0,1,369.13775081184195,4,Confirmada
121155,H02,3,3,2021-06-21,2,1,3,1415.3146537570706,4,Confirmada
121156,H02,2,3,2021-06-21,1,0,1,351.9470375653892,1,Confirmada
121157,H02,2,3,2021-06-21,2,0,2,1625.135148301912,5,Confirmada
121158,H02,2,3,2021-06-21,2,1,3,1133.3273411945681,3,Confirmada
121159,H02,1,2,2021-06-21,2,0,2,581.9256746158501,3,Confirmada
121160,H02,4,1,2021-06-22,2,1,3,279.69972166656805,3,Confirmada
121161,H02,1,3,2021-06-22,1,1,2,1403.275120665409,4,Confirmada
121162,H02,3,1,2021-06-22,2,0,2,293.9142816349037,3,Confirmada
121163,H02,1,2,2021-06-22,1,1,2,182.03120237005376,1,Confirmada
121164,H02,4,2,2021-06-22,1,1,2,162.6315095409386,1,Confirmada
121165,H02,1,3,2021-06-22,2,0,2,959.7030501019645,3,Confirmada
121166,H02,1,3,2021-06-22,1,1,2,716.4285435575499,2,Confirmada
121167,H02,3,2,2021-06-22,1,0,1,511.73927794559654,3,Confirmada
121168,H02,2,3,2021-06-22,1,0,1,358.6737509995185,1,Confirmada
121169,H02,4,2,2021-06-22,2,1,3,590.1882620220131,3,Confirmada
121170,H02,1,3,2021-06-22,2,0,2,1034.8306029906614,3,Confirmada
121171,H02,2,1,2021-06-22,1,1,2,191.54005858265603,2,Confirmada
121172,H02,1,1,2021-06-22,1,0,1,308.19838163643317,3,Confirmada
121173,H02,1,2,2021-06-22,1,1,2,384.6048536152482,2,Confirmada
121174,H02,4,2,2021-06-22,2,1,3,339.01701644802574,2,Confirmada
121175,H02,2,1,2021-06-22,1,0,1,188.27149975339245,2,Confirmada
121176,H02,3,1,2021-06-23,2,1,3,536.4404421262959,5,Confirmada
121177,H02,3,1,2021-06-23,1,0,1,305.90194120099363,3,Confirmada
121178,H02,1,1,2021-06-23,2,1,3,210.68950429809456,2,Confirmada
121179,H02,2,3,2021-06-23,2,1,3,690.4239593983017,2,Confirmada
121180,H02,2,1,2021-06-23,2,0,2,277.18116938534115,3,Confirmada
121181,H02,3,2,2021-06-23,1,1,2,651.7875435048246,4,Confirmada
121182,H02,2,1,2021-06-23,1,1,2,469.3635735725999,5,Confirmada
121183,H02,1,1,2021-06-23,2,1,3,439.9167368681251,4,Confirmada
121184,H02,2,1,2021-06-23,1,0,1,180.33916457611517,2,Confirmada
121185,H02,2,2,2021-06-23,1,1,2,180.88760002994215,1,Confirmada
121186,H02,2,2,2021-06-23,1,0,1,504.77477112543255,3,Confirmada
121187,H02,2,1,2021-06-23,2,1,3,105.5824818200092,1,Confirmada
121188,H02,2,3,2021-06-23,1,0,1,1095.4124963645074,3,Confirmada
121189,H02,2,3,2021-06-23,1,1,2,346.4544585780512,1,Confirmada
121190,H02,2,3,2021-06-23,1,0,1,342.33813631708307,1,Confirmada
121191,H02,3,1,2021-06-23,2,1,3,429.23866611607855,4,Confirmada
121192,H02,3,1,2021-06-23,2,0,2,319.03885043526395,3,Confirmada
121193,H02,1,3,2021-06-23,2,0,2,1863.8390330105167,5,Confirmada
121194,H02,3,2,2021-06-24,1,1,2,947.9038001003374,5,Confirmada
121195,H02,4,3,2021-06-24,1,0,1,1366.0310232621885,4,Confirmada
121196,H02,1,2,2021-06-24,1,0,1,509.48910223324276,3,Confirmada
121197,H02,2,2,2021-06-24,1,1,2,187.28017678072095,1,Confirmada
121198,H02,1,2,2021-06-24,2,0,2,522.6211666498837,3,Confirmada
121199,H02,1,2,2021-06-24,1,0,1,324.8780526327807,2,Confirmada
121200,H02,4,3,2021-06-24,2,1,3,1799.86980998647,5,Confirmada
121201,H02,3,3,2021-06-24,1,0,1,962.9684003165788,3,Confirmada
121202,H02,3,2,2021-06-24,1,0,1,725.1098281265326,4,Confirmada
121203,H02,4,2,2021-06-24,1,1,2,190.73126845610346,1,Confirmada
121204,H02,2,3,2021-06-24,1,1,2,1084.6337728756193,3,Confirmada
121205,H02,2,3,2021-06-24,2,0,2,1583.3787848465793,5,Confirmada
121206,H02,3,3,2021-06-24,2,0,2,315.52545872405346,1,Confirmada
121207,H02,3,2,2021-06-24,2,1,3,394.16397954785907,2,Confirmada
121208,H02,2,1,2021-06-24,1,1,2,474.7127824119435,5,Confirmada
121209,H02,1,1,2021-06-24,2,1,3,191.4679648046442,2,Confirmada
121210,H02,1,3,2021-06-24,2,0,2,1093.2436571319217,3,Confirmada
121211,H02,1,1,2021-06-24,1,0,1,184.27870328276134,2,Confirmada
121212,H02,4,1,2021-06-24,2,1,3,106.66273495596195,1,Confirmada
121213,H02,4,1,2021-06-25,1,0,1,96.16637254417633,1,Confirmada
121214,H02,1,3,2021-06-25,2,0,2,331.5966508938573,1,Confirmada
121215,H02,3,1,2021-06-25,2,0,2,207.40135931098575,2,Confirmada
121216,H02,4,2,2021-06-25,1,1,2,386.80998765491097,2,Confirmada
121217,H02,1,2,2021-06-25,1,1,2,562.8556394676273,3,Confirmada
121218,H02,4,1,2021-06-25,2,1,3,278.23639369173725,3,Confirmada
121219,H02,1,1,2021-06-25,1,0,1,371.28326006222477,4,Confirmada
121220,H02,3,3,2021-06-25,1,0,1,1697.6984660316223,5,Confirmada
121221,H02,3,1,2021-06-25,2,0,2,493.872580162895,5,Confirmada
121222,H02,3,1,2021-06-25,1,1,2,104.11413154955231,1,Confirmada
121223,H02,4,3,2021-06-25,2,1,3,365.2045743189149,1,Confirmada
121224,H02,4,2,2021-06-25,2,1,3,330.44693749708733,2,Confirmada
121225,H02,3,2,2021-06-25,1,0,1,912.0441750399843,5,Confirmada
121226,H02,2,3,2021-06-25,2,0,2,361.42417130796827,1,Confirmada
